Governo,Ministro,nome,cognome,gender
VI Governo Fanfani,Ministro dei Lavori Pubblici,GIUSEPPE,ZAMBERLETTI,male
I Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male
II Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male
VI Governo Fanfani,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male
I Governo Pella,Ministro dei Trasporti,BERNARDO,MATTARELLA,male
I Governo Pella,Ministro senza Portafoglio,SALVATORE,SCOCA,male
VII Governo Andreotti,Ministro delle Partecipazioni Statali,GIULIO,ANDREOTTI,male
VII Governo Andreotti,Ministro dei Beni culturali e ambientali,GIULIO,ANDREOTTI,male
I Governo Pella,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male
I Governo Pella,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
I Governo Pella,Ministro della Pubblica Istruzione,ANTONIO,SEGNI,male
I Governo Pella,Ministro dei Lavori Pubblici,UMBERTO,MERLIN,male
VII Governo Andreotti,Ministro del Tesoro,GUIDO,CARLI,male
I Governo Ciampi,Ministro senza Portafoglio per i rapporti con il Parlamento,AUGUSTO ANTONIO,BARBERA,male
VII Governo Andreotti,Ministro senza Portafoglio per il coordinamento della protezione civile,NICOLA,CAPRIA,male
VII Governo Andreotti,Ministro del Bilancio e della Programmazione economica,PAOLO,CIRINO POMICINO,male
I Governo Amato,Ministro della Sanità,RAFFAELE,COSTA,male
I Governo Ciampi,Ministro dei Trasporti,RAFFAELE,COSTA,male
I Governo Ciampi,Ministro della Marina mercantile,RAFFAELE,COSTA,male
I Governo Berlusconi,Ministro della Sanita',RAFFAELE,COSTA,male
I Governo Amato,Ministro senza Portafoglio per le Politiche comunitarie,RAFFAELE,COSTA,male
I Governo Amato,Ministro senza Portafoglio per gli Affari regionali,RAFFAELE,COSTA,male
VII Governo Andreotti,Ministro degli Affari Esteri,GIANNI,DE MICHELIS,male
VII Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel mezzogiorno,CALOGERO,MANNINO,male
I Governo Berlusconi,MInistro del Lavoro e della Previdenza sociale,MARIO CLEMENTE,MASTELLA,male
I Governo Ciampi,Ministro del Bilancio e della programmazione economica,LUIGI,SPAVENTA,male
VII Governo Andreotti,Ministro delle Poste e Telecomunicazioni,CARLO,VIZZINI,male
I Governo Amato,Ministro degli Affari esteri,EMILIO,COLOMBO,male
I Governo Ciampi,Ministro dell'Università e della ricerca scientifica e tecnologica,LUIGI,BERLINGUER,male
I Governo Amato,Ministron del Lavoro e della Previdenza Sociale,ADOLFO LORIS,CRISTOFORI,male
VII Governo Andreotti,Ministro dei Trasporti e della Navigazione,CARLO,BERNINI,male
I Governo Amato,Ministro del Turismo e Spettacolo,MARGHERITA,BONIVER,female
VII Governo Andreotti,Ministro senza Portafoglio per italiani all'estero e immigrazione,MARGHERITA,BONIVER,female
I Governo Ciampi,Ministro della Difesa,FABIO,FABBRI,male
I Governo Berlusconi,Ministro dei Beni culturali e ambientali,DOMENICO,FISICHELLA,male
I Governo Amato,Ministro dell'Università e della Ricerca scientifica e tecnologica,ALESSANDRO,FONTANA,male
I Governo Amato,Ministro dell'Agricoltura e Foreste,GIOVANNI ANGELO,FONTANA,male
I Governo Amato,Ministro dell'Interno,NICOLA,MANCINO,male
I Governo Ciampi,Ministro dell'Interno,NICOLA,MANCINO,male
I Governo Dini,Ministro senza portafoglio per la Famiglia e la solidarietà sociale,ADRIANO,OSSICINI,male
I Governo Amato,Ministro del Bilancio e della Programmazione economica,FRANCO,REVIGLIO,male
I Governo Amato,Ministro delle Finanze,FRANCO,REVIGLIO,male
VII Governo Andreotti,Ministro dell'Ambiente,GIORGIO,RUFFOLO,male
I Governo Berlusconi,Ministro senza Portafoglio per le Riforme istituzionali,FRANCESCO ENRICO,SPERONI,male
I Governo Amato,Ministro del Commercio con l'Estero,CLAUDIO,VITALONE,male
I Governo Amato,Ministro della Difesa,SALVATORE,ANDO',male
I Governo Berlusconi,Ministro di Grazia e Giustizia,ALFREDO,BIONDI,male
VII Governo Andreotti,Ministro senza Portafoglio per i problemi delle aree urbane,CARMELO,CONTE,male
I Governo Amato,Ministro senza Portafoglio per le aree urbane,CARMELO,CONTE,male
I Governo Berlusconi,Ministro dei Trasporti e della Navigazione,PUBLIO,FIORI,male
I Governo Ciampi,Ministro della Sanita',MARIAPIA,GARAVAGLIA,female
VII Governo Andreotti,Ministro di Grazia e Giustizia,CLAUDIO,MARTELLI,male
I Governo Amato,Ministro della Giustizia,CLAUDIO,MARTELLI,male
I Governo Amato,Ministro dell'Ambiente,VALDO,SPINI,male
I Governo Ciampi,Ministro dell'Ambiente,VALDO,SPINI,male
I Governo Ciampi,Ministro senza Portafoglio per le politiche comunitarie,VALDO,SPINI,male
VII Governo Andreotti,MInistro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,male
I Governo Berlusconi,Ministro delle Poste e delle Telecomunicazioni,GIUSEPPE,TATARELLA,male
I Governo Amato,Ministro degli Affari esteri,GIULIANO,AMATO,male
I Governo Amato,Ministro delle Finanze,GIULIANO,AMATO,male
I Governo Amato,Ministro della Giustizia,GIULIANO,AMATO,male
I Governo Amato,Ministro del Bilancio e della Programmazione economica,BENIAMINO,ANDREATTA,male
I Governo Ciampi,Ministro degli Affari esteri,BENIAMINO,ANDREATTA,male
VI Governo Andreotti,Ministro della Sanità,FRANCESCO,DE LORENZO,male
VII Governo Andreotti,Ministro della Sanita',FRANCESCO,DE LORENZO,male
I Governo Amato,Ministro della Sanità,FRANCESCO,DE LORENZO,male
VI Governo Andreotti,Ministro del Lavoro e della Previdenza sociale,CARLO,DONAT CATTIN,male
VI Governo Andreotti,Ministro delle Finanze,SALVATORE,FORMICA,male
VII Governo Andreotti,Ministro delle Finanze,SALVATORE,FORMICA,male
VI Governo Andreotti,Ministro della Difesa,FERMO MINO,MARTINAZZOLI,male
VII Governo Andreotti,Ministro senza Portafoglio per gli Affari regionali e le riforme istituzionali,FERMO MINO,MARTINAZZOLI,male
VII Governo Andreotti,Ministro senza Portafoglio per le riforme istituzionali,FERMO MINO,MARTINAZZOLI,male
VI Governo Andreotti,Ministro della Pubblica Istruzione,SERGIO,MATTARELLA,male
I Governo Berlusconi,Ministro dell'Ambiente,ALTERO,MATTEOLI,male
I Governo Berlusconi,"Ministro per le Risorse agricole, Alimentari e Forestali",ADRIANA,POLI BORTONE,female
I Governo Ciampi,Ministro dell'Ambiente,FRANCESCO,RUTELLI,male
I Governo Ciampi,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,male
VI Governo Andreotti,Ministro delle Partecipazioni statali,CARLO,FRACANZANI,male
VI Governo Andreotti,Ministro di Grazia e Giustizia,GIULIANO,VASSALLI,male
VI Governo Andreotti,Ministro senza Portafoglio per la funzione pubblica,REMO,GASPARI,male
VII Governo Andreotti,Ministro senza Portafoglio per la funzione pubblica,REMO,GASPARI,male
VI Governo Andreotti,Ministro dell'Interno,ANTONIO,GAVA,male
VI Governo Andreotti,Ministro dei Beni culturali e ambientali,FERDINANDO,FACCHIANO,male
VII Governo Andreotti,Ministro della Marina Mercantile,FERDINANDO,FACCHIANO,male
I Governo Amato,Ministro senza Portafoglio per il coordinamento della protezione civile,FERDINANDO,FACCHIANO,male
I Governo Amato,"Ministro dell'Industria, Commercio e Artigianato",GIUSEPPE,GUARINO,male
I Governo Amato,Ministro per le partecipazioni statali,GIUSEPPE,GUARINO,male
I Governo Dini,Ministro degli Affari esteri,SUSANNA,AGNELLI,female
I Governo Dini,Ministro del Bilancio e della programmazione economica,MARIO,ARCELLI,male
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,MARIO,ARCELLI,male
I Governo Ciampi,"Ministro dell' Industria, commercio e artigianato",PAOLO,BARATTA,male
I Governo Ciampi,Ministro del Commercio con l'estero,PAOLO,BARATTA,male
I Governo Dini,Ministro dei Lavori pubblici,PAOLO,BARATTA,male
I Governo Dini,Ministro dell'Ambiente,PAOLO,BARATTA,male
I Governo Amato,Ministro senza portafoglio per il riordinamento delle partecipazioni statali,PAOLO,BARATTA,male
I Governo Ciampi,Ministro senza Portafoglio per i rapporti con il Parlamento,PAOLO,BARILE,male
I Governo Amato,Ministro del Tesoro,PIERO,BARUCCI,male
I Governo Ciampi,Ministro del Tesoro,PIERO,BARUCCI,male
I Governo Amato,Ministro senza Portafoglio per la Funzione pubblica,PIERO,BARUCCI,male
I Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,SERGIO,BERLINGUER,male
I Governo Amato,Ministro senza Portafoglio per gli Affari sociali,ADRIANO,BOMPIANI,male
I Governo Dini,Ministro dell'Interno,ANTONIO,BRANCACCIO,male
I Governo Dini,Ministro senza Portafoglio,ANTONIO,BRANCACCIO,male
I Governo Dini,Ministro di Grazia e giustizia,VINCENZO,CAIANIELLO,male
I Governo Dini,Ministro dei Trasporti e della navigazione,GIOVANNI,CARAVALE,male
I Governo Ciampi,Ministro senza Portafoglio per la funzione pubblica,SABINO,CASSESE,male
I Governo Ciampi,Ministro del Turismo e spettaciolo,CARLO AZEGLIO,CIAMPI,male
I Governo Ciampi,Ministro dell'Interno,CARLO AZEGLIO,CIAMPI,male
I Governo Amato,Ministro senza Portafoglio per le politiche comunitarie,GIANFRANCO,CIAURRO,male
I Governo Amato,Ministro senza Portafoglio per gli Affari regionali,GIANFRANCO,CIAURRO,male
I Governo Dini,"Ministro dell'Industria, commercio e artigianato",ALBERTO,CLO',male
I Governo Dini,Ministro del Commercio con l'estero,ALBERTO,CLO',male
I Governo Ciampi,Ministro dell'Università e della ricerca scientifica e tecnologica,UMBERTO,COLOMBO,male
I Governo Amato,Ministro della Giustizia,GIOVANNI,CONSO,male
I Governo Ciampi,Ministro della Giustizia,GIOVANNI,CONSO,male
I Governo Ciampi,Ministro senza Portafoglio per gli Affari sociali,FERNANDA,CONTRI,female
I Governo Dini,Ministro della Difesa,DOMENICO,CORCIONE,male
I Governo Dini,Ministro dell'Interno,GIOVANNI RINALDO,CORONAS,male
I Governo Amato,Ministro dell'Agricoltura e Foreste,ALFREDO,DIANA,male
I Governo Ciampi,"Ministro per le Risorse agricole, alimentari e forestali",ALFREDO,DIANA,male
I Governo Ciampi,Ministro dell'Agricoltura e Foreste,ALFREDO,DIANA,male
I Governo Berlusconi,Ministro senza Portafoglio per i rapporti con il Parlamento,GIULIANO,FERRARA,male
I Governo Ciampi,Ministro delle Finanze,FRANCO,GALLO,male
I Governo Dini,Ministro delle Poste e telecomunicazioni,AGOSTINO,GAMBINO,male
I Governo Dini,Ministro della Sanità,ELIO,GUZZANTI,male
I Governo Dini,"Ministro per le Risorse agricole, alimentari e forestali",WALTER,LUCHETTI,male
I Governo Dini,Ministro del Bilancio e della programmazione economica,RAINER,MASERA,male
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,RAINER,MASERA,male
I Governo Dini,Ministro senza portafoglio per la Funzione pubblica,GIOVANNI,MOTZO,male
I Governo Dini,Ministro senza portafoglio per le Riforme istituzionali,GIOVANNI,MOTZO,male
I Governo Dini,Ministro senza portafoglio per gli Affari regionali,GIOVANNI,MOTZO,male
I Governo Ciampi,Ministro senza Portafoglio per le politiche comunitarie,LIVIO,PALADIN,male
I Governo Dini,Ministro dei Beni culturali e ambientali,ANTONIO,PAOLUCCI,male
I Governo Amato,Ministro dell'Ambiente,CARLO,RIPA DI MEANA,male
I Governo Amato,Ministro dei Beni culturali ed ambientali,ALBERTO,RONCHEY,male
I Governo Ciampi,Ministro dei Beni culturali e ambientali,ALBERTO,RONCHEY,male
I Governo Dini,Ministro dell'Università' e della ricerca scientifica e tecnologica,GIORGIO,SALVINI,male
I Governo Ciampi,"Ministro dell'Industria, commercio e artigianato",PAOLO,SAVONA,male
VI Governo Andreotti,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,male
VI Governo Andreotti,Ministro del Turismo e Spettacolo,FRANCO,CARRARO,male
VI Governo Andreotti,Ministro dell'Agricoltura e delle Foreste,VITO,SACCOMANDI,male
VI Governo Andreotti,Ministro delle Partecipazioni statali,FRANCO,PIGA,male
VI Governo Andreotti,Ministro del Turismo e Spettacolo,CARLO,TOGNOLI,male
VII Governo Andreotti,Ministro del Turismo,CARLO,TOGNOLI,male
I Governo Berlusconi,Ministro della Pubblica Istruzione,FRANCESCO,D'ONOFRIO,male
I Governo Berlusconi,Ministro senza Portafoglio per le politiche dell'Unione europea,DOMENICO,COMINO,male
VII Governo Andreotti,Ministro del Commercio con l'Estero,VITO,LATTANZIO,male
VI Governo Andreotti,Ministro senza Portafoglio per il coordinamento della Protezione civile,VITO,LATTANZIO,male
I Governo Berlusconi,"Ministro dell'Industria, Commercio e Artigianato",VITO,GNUTTI,male
VII Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,FRANCO,MARINI,male
I Governo Berlusconi,Ministro dell'Interno,ROBERTO ERNESTO,MARONI,male
I Governo Amato,Ministro delle Poste e delle Telecomunicazioni,MAURIZIO,PAGANI,male
I Governo Ciampi,Ministro delle Poste e delle telecomunicazioni,MAURIZIO,PAGANI,male
VI Governo Andreotti,"Ministro dell'Università, della Ricerca Scientifica e Tecnologica",ANTONIO,RUBERTI,male
VII Governo Andreotti,Ministro dell'Università e della Ricerca Scientifica e Tecnologica,ANTONIO,RUBERTI,male
I Governo Berlusconi,Ministro del Commercio con l'Estero,GIORGIO,BERNINI,male
VI Governo Andreotti,Ministro delle Poste e delle Telecomunicazioni,OSCAR,MAMMI',male
I Governo Ciampi,Ministro degli Affari esteri,LEOPOLDO,ELIA,male
I Governo Ciampi,Ministro senza Portafoglio per le riforme istituzionali ed elettorali,LEOPOLDO,ELIA,male
I Governo Ciampi,Ministro del Lavoro e della previdenza sociale,LUIGI,GIUGNI,male
I Governo Berlusconi,Ministro senza Portafoglio per la Famiglia e Solidarietà sociale,ANTONIO,GUIDI,male
VI Governo Andreotti,Ministro del Lavoro e della Previdenza sociale,ROSA,JERVOLINO RUSSO,female
I Governo Amato,Ministro della Pubblica Istruzione,ROSA,JERVOLINO RUSSO,female
I Governo Ciampi,Ministro della Pubblica istruzione,ROSA,JERVOLINO RUSSO,female
VI Governo Andreotti,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,female
VII Governo Andreotti,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,female
I Governo Berlusconi,Ministro degli Affari Esteri,ANTONIO,MARTINO,male
I Governo Berlusconi,Ministro dell'Universita' e della Ricerca Scientifica e Tecnologica,STEFANO,PODESTA',male
I Governo Berlusconi,Ministro delle Finanze,GIULIO CARLO DANILO,TREMONTI,male
I Governo Berlusconi,Ministro senza Portafoglio per la funzione pubblica,GIULIANO,URBANI,male
I Governo Berlusconi,Ministro senza Portafoglio per gli Affari regionali,GIULIANO,URBANI,male
VII Governo Andreotti,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male
VI Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,RICCARDO,MISASI,male
VI Governo Andreotti,Ministro dei Lavori Pubblici,GIOVANNI,PRANDINI,male
VII Governo Andreotti,Ministro dei Lavori Pubblici,GIOVANNI,PRANDINI,male
I Governo Berlusconi,Ministro dei Lavori Pubblici,ROBERTO,RADICE,male
I Governo Berlusconi,Ministro della Difesa,CESARE,PREVITI,male
I Governo Amato,Ministro dei Lavori pubblici,FRANCESCO,MERLONI,male
I Governo Ciampi,Ministro dei Lavori pubblici,FRANCESCO,MERLONI,male
I Governo Dini,Ministro senza portafoglio per la Funzione pubblica,FRANCO,FRATTINI,male
I Governo Dini,Ministro senza portafoglio per gli Affari regionali,FRANCO,FRATTINI,male
VI Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,GIOVANNI EUGENIO,MARONGIU,male
I Governo Dini,Ministro del Lavoro e della previdenza sociale,TIZIANO,TREU,male
I Governo Berlusconi,Ministro del Tesoro,LAMBERTO,DINI,male
I Governo Dini,Ministro del Tesoro,LAMBERTO,DINI,male
I Governo Dini,Ministro di Grazia e giustizia,LAMBERTO,DINI,male
VI Governo Andreotti,Ministro senza Portafoglio,ANTONIO,MACCANICO,male
VI Governo Andreotti,Ministro senza Portafoglio per gli Affari regionali e i problemi istituzionali,ANTONIO,MACCANICO,male
I Governo Dini,Ministro della Pubblica istruzione,GIANCARLO,LOMBARDI,male
I Governo Dini,Ministro di Grazia e giustizia,FILIPPO,MANCUSO,male
I Governo Berlusconi,Ministro del Bilancio e della Programmazione economica,GIANCARLO,PAGLIARINI,male
I Governo Dini,Ministro del Bilancio e della programmazione economica,AUGUSTO,FANTOZZI,male
I Governo Dini,Ministro delle Finanze,AUGUSTO,FANTOZZI,male
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,AUGUSTO,FANTOZZI,male
VI Governo Andreotti,Ministro della Difesa,VIRGINIO,ROGNONI,male
VII Governo Andreotti,Ministro della Difesa,VIRGINIO,ROGNONI,male
VI Governo Andreotti,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,PIER LUIGI,ROMITA,male
VII Governo Andreotti,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,PIER LUIGI,ROMITA,male
VI Governo Andreotti,Ministro dell'Interno,VINCENZO,SCOTTI,male
VII Governo Andreotti,Ministro dell'Interno,VINCENZO,SCOTTI,male
I Governo Amato,Ministro degli Affari esteri,VINCENZO,SCOTTI,male
I Governo Amato,Ministro dei Trasporti,GIANCARLO,TESINI,male
I Governo Amato,Ministro della Marina Mercantile,GIANCARLO,TESINI,male
VI Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",ADOLFO,BATTAGLIA,male
VII Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI,GORIA,male
I Governo Amato,Ministro delle Finanze,GIOVANNI,GORIA,male
VI Governo Andreotti,Ministro della Pubblica Istruzione,GERARDO,BIANCO,male
VII Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",GUIDO,BODRATO,male
I Governo Pella,Ministro delle Finanze,EZIO,VANONI,male
I Governo Pella,Ministro del Commercio con l'Estero,COSTANTINO,BRESCIANI TURRONI,male
I Governo Pella,Ministro dell'Industria e Commercio,PIERO,MALVESTITI,male
I Governo Pella,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,male
II Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,TASSONE,male
I Governo Prodi,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,male
I Governo Prodi,Ministro dell'Università e della Ricerca scientifica e tecnologica,LUIGI,BERLINGUER,male
I Governo D'Alema,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,male
II Governo D'Alema,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,male
I Governo Pella,Ministro del Bilancio,GIUSEPPE,PELLA,male
I Governo Pella,Ministro degli Affari Esteri,GIUSEPPE,PELLA,male
I Governo Prodi,Ministro dei Lavori Pubblici,ANTONIO,DI PIETRO,male
I Governo Pella,Ministro dell'Interno,AMINTORE,FANFANI,male
I Governo D'Alema,Ministro senza portafoglio per i Rapporti con il Parlamento,GIAN GUIDO,FOLLONI,male
II Governo Berlusconi,Ministro senza portafoglio per gli Affari regionali,ENRICO,LA LOGGIA,male
I Governo Prodi,"Ministro delle Risorse agricole, alimentari e forestali",MICHELE,PINTO,male
I Governo Prodi,Ministro delle Politiche Agricole,MICHELE,PINTO,male
I Governo D'Alema,Ministro del Lavoro e della Previdenza sociale,CESARE,SALVI,male
II Governo D'Alema,Ministro del Lavoro e della previdenza sociale,CESARE,SALVI,male
II Governo Amato,Ministro del Lavoro e della Previdenza sociale,CESARE,SALVI,male
I Governo D'Alema,Ministro della Difesa,CARLO LUIGI,SCOGNAMIGLIO PASINI,male
I Governo D'Alema,Ministro dell'Università e ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,male
II Governo D'Alema,Ministro dell'Universita' e della ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,male
II Governo Amato,Ministro dell'Università e della ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,male
I Governo Prodi,Ministro senza portafoglio per la Funzione pubblica,FRANCO,BASSANINI,male
I Governo Prodi,Ministro senza portafoglio per gli Affari regionali,FRANCO,BASSANINI,male
II Governo D'Alema,Ministro senza Portafoglio per la Funzione pubblica,FRANCO,BASSANINI,male
II Governo Amato,Ministro senza portafoglio per la Funzione pubblica,FRANCO,BASSANINI,male
II Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,UGO,MARTINAT,male
I Governo D'Alema,"Ministro del Tesoro, bilancio e alla programmazione economica",GIULIANO,AMATO,male
II Governo D'Alema,"Ministro del Tesoro, bilancio e programmazione economica",GIULIANO,AMATO,male
II Governo Amato,Ministro dell'Universita' e della ricerca scientifica e tecnologica,GIULIANO,AMATO,male
II Governo Amato,Ministro degli Affari esteri,GIULIANO,AMATO,male
I Governo D'Alema,Ministro senza portafoglio per le Riforme istituzionali,GIULIANO,AMATO,male
I Governo Prodi,Ministro della Difesa,BENIAMINO,ANDREATTA,male
I Governo D'Alema,Ministro senza portafoglio per le Pari opportunità,LAURA,BALBO,female
II Governo D'Alema,Ministro senza portafoglio per le Pari opportunità,LAURA,BALBO,female
II Governo Berlusconi,Ministro degli Affari esteri,GIANFRANCO,FINI,male
II Governo D'Alema,Ministro della Difesa,SERGIO,MATTARELLA,male
II Governo Amato,Ministro della Difesa,SERGIO,MATTARELLA,male
II Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio,ALTERO,MATTEOLI,male
II Governo Berlusconi,Vice Ministro all'Ambiente e alla tutela del territorio,FRANCESCO,NUCARA,male
I Governo Prodi,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,male
I Governo D'Alema,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,male
II Governo D'Alema,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,male
II Governo Amato,"Ministro del Tesoro, bilancio e della programmazione economica",VINCENZO ALFONSO,VISCO,male
I Governo Pella,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,male
I Governo D'Alema,Ministro del Lavoro e della  Previdenza sociale,ANTONIO,BASSOLINO,male
II Governo D'Alema,Ministro dei Lavori pubblici,WILLER,BORDON,male
II Governo Amato,Ministro dell'Ambiente,WILLER,BORDON,male
I Governo D'Alema,Ministro delle Comunicazioni,SALVATORE,CARDINALE,male
II Governo D'Alema,Ministro delle Comunicazioni,SALVATORE,CARDINALE,male
II Governo Amato,Ministro delle Comunicazioni,SALVATORE,CARDINALE,male
I Governo Prodi,Ministro senza portafoglio per le Pari opportunità,ANNA,FINOCCHIARO,female
II Governo D'Alema,Ministro senza Portafoglio per i Rapporti con Il Parlamento,AGAZIO,LOIERO,male
II Governo Amato,Ministro senza portafoglio per gli Affari regionali,AGAZIO,LOIERO,male
I Governo D'Alema,Ministro senza portafoglio per gli Affari regionali,KATIA,BELLILLO,female
II Governo D'Alema,Ministro senza Portafoglio per gli Affari regionali,KATIA,BELLILLO,female
II Governo Amato,Ministro senza portafoglio per le Pari opportunità,KATIA,BELLILLO,female
I Governo Prodi,"Ministro dell'Industria, commercio e artigianato",PIER LUIGI,BERSANI,male
I Governo D'Alema,"Ministro dell'Industria, commercio e artigianato",PIER LUIGI,BERSANI,male
II Governo D'Alema,Ministro dei Trasporti e della navigazione,PIER LUIGI,BERSANI,male
II Governo Amato,Ministro dei Trasporti e della navigazione,PIER LUIGI,BERSANI,male
I Governo Prodi,Ministro del Tesoro,CARLO AZEGLIO,CIAMPI,male
I Governo Prodi,Ministro del Bilancio e della programmazione economica,CARLO AZEGLIO,CIAMPI,male
I Governo D'Alema,"Ministro del Tesoro, bilancio e alla programmazione economica",CARLO AZEGLIO,CIAMPI,male
I Governo Prodi,Ministro dei Lavori Pubblici,PAOLO,COSTA,male
I Governo D'Alema,Ministro delle Politiche agricole,PAOLO,DE CASTRO,male
II Governo D'Alema,Ministro delle Politiche agricole e forestali,PAOLO,DE CASTRO,male
I Governo Prodi,Ministro di Grazia e giustizia,GIOVANNI MARIA,FLICK,male
II Governo D'Alema,"Ministro dell'Industria, commercio e artigianato",ENRICO,LETTA,male
II Governo Amato,"Ministro dell'Industria, commercio, artigianato e commercio con l'estero",ENRICO,LETTA,male
I Governo D'Alema,MInistro senza portafoglio per le Politiche comunitarie,ENRICO,LETTA,male
II Governo Amato,Ministro della Pubblica istruzione,TULLIO,DE MAURO,male
II Governo Amato,Ministro della Sanità,UMBERTO,VERONESI,male
II Governo Amato,Ministro dell'Ambiente,GIANNI FRANCESCO,MATTIOLI,male
II Governo Amato,Ministro senza portafoglio per le Politiche comunitarie,GIANNI FRANCESCO,MATTIOLI,male
II Governo Berlusconi,Ministro degli Affari esteri,RENATO,RUGGIERO,male
II Governo Berlusconi,Ministro delle Infrastrutture e dei trasporti,PIETRO,LUNARDI,male
II Governo Berlusconi,"Ministro dell'Istruzione, dell'università e della ricerca",LETIZIA,MORATTI,female
II Governo Berlusconi,Ministro della Sanità,GIROLAMO,SIRCHIA,male
II Governo Berlusconi,Ministro della Salute,GIROLAMO,SIRCHIA,male
II Governo Berlusconi,Ministro senza portafoglio per l'Innovazione e le tecnologie,LUCIO,STANCA,male
II Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,MARIO,BALDASSARRI,male
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,LUIGI,MAZZELLA,male
I Governo Pella,Ministro del Tesoro,SILVIO,GAVA,male
I Governo Pella,Ministro dell'Agricoltura e Foreste,ROCCO,SALOMONE,male
I Governo Pella,Ministro di Grazia e Giustizia,ANTONIO,AZARA,male
I Governo Pella,Ministro delle Poste e Telecomunicazioni,MODESTO,PANETTI,male
II Governo Berlusconi,Ministro dell'economia e delle finanze,DOMENICO,SINISCALCO,male
I Governo D'Alema,Ministro senza portafoglio per la Funzione pubblica,ANGELO,PIAZZA,male
II Governo Amato,Ministro del Lavoro e della Previdenza sociale,LIVIA,TURCO,female
I Governo Prodi,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,female
I Governo D'Alema,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,female
II Governo D'Alema,Ministro senza Portafoglio per la Solidarietà sociale,LIVIA,TURCO,female
II Governo Amato,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,female
I Governo Prodi,Ministro dei Beni culturali e ambientali,WALTER,VELTRONI,male
II Governo D'Alema,Ministro dell'Interno,VINCENZO,BIANCO,male
II Governo Amato,Ministro dell'Interno,VINCENZO,BIANCO,male
II Governo Berlusconi,Ministro senza portafoglio per le Riforme istituzionali e la devoluzione,UMBERTO,BOSSI,male
II Governo Berlusconi,Ministro senza portafoglio per le Riforme istituzionali e la devoluzione,ROBERTO,CALDEROLI,male
II Governo Berlusconi,"Vice Ministro all'Istruzione, all'università e alla ricerca",STEFANO,CALDORO,male
II Governo Berlusconi,Ministro della Giustizia,ROBERTO,CASTELLI,male
II Governo Berlusconi,Ministro delle Comunicazioni,MAURIZIO,GASPARRI,male
II Governo Berlusconi,Ministro senza portafoglio per i Rapporti con il Parlamento,CARLO AMEDEO,GIOVANARDI,male
II Governo Berlusconi,"Ministro del Lavoro, della salute e delle politiche sociali",ROBERTO ERNESTO,MARONI,male
II Governo Berlusconi,Ministro del Lavoro e delle politiche sociali,ROBERTO ERNESTO,MARONI,male
II Governo Amato,Ministro delle Politiche agricole e forestali,ALFONSO,PECORARO SCANIO,male
II Governo Berlusconi,Ministro delle Politiche agricole e forestali,GIOVANNI,ALEMANNO,male
